,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
483322,SPARTINI SPA LOUNGE,417 S HILL ST APT 940,58,34.05,118.2508,,,,,1.0,,1.0,,,1.0,,,,5.0,,3.0,,,1.0,,,12.0,,4.0,,,,1.0,3.0,6.0,,,
483450,BETTYS BELIZEAN RESTAURANT,3854 CRENSHAW BLVD,58,34.0159,118.3347,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
483503,BAILEY,8771 W PICO BLVD,58,34.0548,118.3832,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483549,CRISTAL RESTAURANT LA LLC,8555 BEVERLY BLVD,58,34.0762,118.3779,,,,,,,4.0,2.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,
483578,ECCO ULTRA LOUNGE,1640 N CAHUENGA BLVD,58,34.1005,118.3293,,,,,2.0,,4.0,,,,,,,1.0,,,,,,,1.0,6.0,,,,,2.0,1.0,,,,,
483585,PINOT BLANC,400 S HOPE ST STE 950,58,34.0519,118.2537,,,2.0,,2.0,3.0,7.0,,9.0,,6.0,,2.0,10.0,,12.0,,,,,3.0,5.0,,2.0,,,1.0,1.0,2.0,8.0,,2.0,
483639,CALIFORNIA ROASTERS INC,10250 SANTA MONICA BLVD,58,34.06,118.4197,1.0,6.0,16.0,1.0,151.0,13.0,55.0,129.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,23.0,18.0,,3.0,5.0,,2.0,3.0,4.0,,2.0,,3.0
483641,JW INC,3470 WILSHIRE BLVD,58,34.0616,118.2998,,,,,8.0,3.0,3.0,10.0,,7.0,1.0,1.0,7.0,11.0,,7.0,,,3.0,,2.0,36.0,,1.0,1.0,,2.0,4.0,9.0,1.0,4.0,2.0,
483656,AMALGAMATED PUBS INC,3448 GLENHURST AVE,58,34.1145,118.2609,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
483670,SOY JAPANESE GRILL & ROLL,2813 S FIGUEROA ST,58,34.025999999999996,118.2775,,,,,,1.0,8.0,3.0,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,
483739,PLAZA EDIBLE,2040 AVENUE OF THE STARS,58,34.0581,118.415,,,2.0,,,1.0,8.0,5.0,1.0,,3.0,1.0,1.0,8.0,,,,,,,6.0,29.0,,,,,8.0,8.0,1.0,40.0,1.0,1.0,
483872,SAMRAT INDIAN CUISINE,1153 S CLARK DR,58,34.0559,118.3849,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
483994,LIZ TACO MAN,1602 N SOTO ST APT A,58,34.0624,118.1978,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484031,KABOB CORNER,12201 SANTA MONICA BLVD,58,34.0436,118.4488,3.0,,12.0,17.0,21.0,28.0,47.0,68.0,,5.0,9.0,2.0,10.0,46.0,,10.0,,,1.0,,54.0,263.0,,24.0,17.0,,49.0,40.0,47.0,28.0,14.0,11.0,1.0
484057,BILLBOARD LIVE LP,9309 SUNSET BLVD,58,34.0895,118.3792,8.0,,12.0,8.0,67.0,29.0,35.0,88.0,3.0,2.0,4.0,,4.0,38.0,,10.0,,,9.0,,59.0,239.0,,9.0,9.0,,77.0,40.0,20.0,16.0,6.0,7.0,3.0
484191,ROBATA-YA,2004 SAWTELLE BLVD,58,34.0409,118.4434,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484224,OO-KOOK,3385 W 8TH ST,58,34.0578,118.3026,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
484262,NEWPORT BEACH FISH INC,116 S WESTERN AVE,58,34.0726,118.3089,,,,,,,3.0,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,
484278,MIARI NOODLE HOUSE,3224 W OLYMPIC BLVD,58,34.0525,118.3072,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,
484302,IL MACCHIATO,204 W 5TH ST,58,34.0444,118.2406,,4.0,6.0,,21.0,7.0,24.0,33.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,3.0,,13.0,29.0,,6.0,7.0,,3.0,2.0,10.0,3.0,5.0,3.0,1.0
484353,COFFEE & FLOWER CONNECTION,1161 CRENSHAW BLVD,58,34.051,118.3251,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
484354,REMINGTON HOTEL CORPORATION,1150 S BEVERLY DR,58,34.0562,118.3959,,,,,,,2.0,1.0,,,,,,,,,,,4.0,,,1.0,,1.0,,,,,,,,,
484355,MILK N HONEY,8837 W PICO BLVD,58,34.055,118.3845,,,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
484356,COBALT CITY LTD,616 N ROBERTSON BLVD,58,34.0812,118.3853,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484357,DRAIS,730 N LA CIENEGA BLVD,58,34.0843,118.3763,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484358,ECLIPSE RESTAURANT,8800 MELROSE AVE,58,34.0806,118.3856,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484359,LITTLE FIRDAS COFFEE HOUSE LLC,8730 SANTA MONICA BLVD,58,34.0868,118.3807,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,3.0,,,,
484360,LOS ANGELES ROTISSERIE CHICKEN,1328 4TH AVE,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
484528,STAR OF INDIA,7212 MELROSE AVE,58,34.0833,118.3466,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
484596,WESTWOOD PROVISIONS INC,1037 BROXTON AVE,58,34.0618,118.4467,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
484599,STELEE INDUSTRIES INC,333 S CENTRAL AVE,58,34.0454,118.2397,,,,,,,1.0,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,1.0,
484622,PURE ENGERGY CAFE,6833 PARK TER,58,33.9763,118.3932,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
484711,FUS PALACE INC,8751 W PICO BLVD,58,34.0547,118.3827,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484712,SIMONS KSHER CTRG SPCIAL EVENT,10505 SANTA MONICA BLVD,58,34.0556,118.4271,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
484713,GEORGIA PEACH CORPORATION,1415 S LA CIENEGA BLVD,58,34.0526,118.3763,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
484714,MAYABEQUE INC,1415 S LA CIENEGA BLVD,58,34.0526,118.3763,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
484715,CAFE ANGELINO,8735 W 3RD ST,58,34.0737,118.3829,,,,,1.0,2.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
484716,HOLA COCINA MEXICANA,8510 W 3RD ST,58,34.0732,118.3768,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484717,MON RESTAURANT,8562 W 3RD ST,58,34.0734,118.3788,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
484718,ZAN CAFE & BAKERY,8610 W 3RD ST,58,34.0734,118.3799,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
484719,BABYLON TOWER INC,11434 W PICO BLVD,58,34.0339,118.441,,,,,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
484720,EL SARAPE MEXICAN RESTAURANT,12218 EXPOSITION BLVD,58,34.0311,118.4538,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484721,MEXICAN VENTURES INC,8575 SANTA MONICA BLVD,58,34.0895,118.3792,8.0,,12.0,8.0,67.0,29.0,35.0,88.0,3.0,2.0,4.0,,4.0,38.0,,10.0,,,9.0,,59.0,239.0,,9.0,9.0,,77.0,40.0,20.0,16.0,6.0,7.0,3.0
484893,LEXINGTON SOCIAL HOUSE,1718 VINE ST,58,34.1019,118.3265,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
484943,LALA MEX FOODS INC,434 EASTMONT AVE,58,34.0267,118.1489,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485071,HANDS ON 3RD,8377 W 3RD ST,58,34.073,118.3726,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
485145,YOSHINOYA AMERICA INC,5539 W MANCHESTER AVE,58,33.96,118.37799999999999,,,1.0,,2.0,,12.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,,12.0,3.0,,,1.0,,,,1.0,,1.0,,
485151,YUN MARTIN L,8200 S CENTRAL AVE,58,33.9747,118.2491,10.0,9.0,20.0,25.0,17.0,29.0,34.0,59.0,1.0,,1.0,1.0,6.0,14.0,,5.0,,,6.0,,26.0,107.0,,50.0,27.0,,5.0,12.0,22.0,11.0,9.0,8.0,1.0
485166,KABOB CAFE,11925 SANTA MONICA BLVD,58,34.0417,118.4607,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485167,OGATA USA,650 N LA CIENEGA BLVD,58,34.0829,118.3763,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
485363,BJS RESTAURANTS INC,939 BROXTON AVE,58,34.0631,118.4472,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485364,LITTLE HONG KONG CAFE,2129 SAWTELLE BLVD,58,34.0388,118.44200000000001,,,,,,,3.0,,,,,,,1.0,,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,
485365,LAGOS CAFE RENDEVOUS,1663 S LA CIENEGA BLVD,58,34.0476,118.3763,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485366,DAIRY QUEEN ASSOCIATES,8500 BEVERLY BLVD,58,34.0759,118.3767,,3.0,4.0,,79.0,10.0,17.0,55.0,,,,,1.0,3.0,,1.0,,,,,8.0,5.0,,2.0,3.0,,1.0,3.0,1.0,,,1.0,
485367,NORTH END PIZZERIA,8514 W 3RD ST,58,34.0732,118.3769,,,,,1.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
485368,DEDETO INC,11400 W OLYMPIC BLVD,58,34.0368,118.4431,1.0,,1.0,1.0,5.0,5.0,6.0,12.0,2.0,6.0,24.0,,11.0,45.0,,40.0,,,2.0,,5.0,94.0,,2.0,1.0,,35.0,20.0,16.0,64.0,1.0,4.0,
485369,24 HOUR INFO,10131 CONSTELLATION BLVD,58,34.0594,118.4148,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
485370,AMBROSIA ESPRESSO ON SUNSET,9107 W SUNSET BLVD,58,34.0907,118.39,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,,,,
485371,VISTA CAFE,1925 CENTURY PARK E STE G,58,34.0593,118.4423,,,1.0,,1.0,,6.0,7.0,5.0,3.0,19.0,2.0,6.0,20.0,,43.0,,,1.0,,3.0,37.0,,3.0,1.0,,15.0,6.0,,15.0,,1.0,
485372,CROSTINI,846 N LA CIENEGA BLVD,58,34.0861,118.3763,,,,,,,6.0,1.0,,,,,,1.0,,1.0,,,,,2.0,4.0,,,,,,3.0,,,,,
485373,SAFE IN HAVEN DEAD PRODUCTIONS,8852 W SUNSET BLVD,58,34.0905,118.3846,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
485467,METRO DELI,624 1/2 S ALVARADO ST,58,34.0586,118.2752,,,,,,,1.0,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,
485492,GUCKENHEIMER ENTERPRISES INC,1000 W TEMPLE ST 24240,58,34.0618,118.2505,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,
485525,ELAT BURGER,9340 W PICO BLVD,58,34.0551,118.39399999999999,,,,,,,5.0,1.0,,,,,,2.0,,,,,,,,3.0,,,,,,,3.0,,,,
485526,PANDA EXPRESS INC,121 N LA CIENEGA BLVD,58,34.0737,118.3766,,,2.0,,5.0,,9.0,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,
485555,PHO PALACE,861 N SPRING ST,58,34.0634,118.2363,,2.0,2.0,1.0,36.0,5.0,2.0,14.0,,,,,,,,,,,,,4.0,1.0,,,,,1.0,,,,,,
485665,ZEBRA CAFE LLC,9127 S SEPULVEDA BLVD,58,33.9539,118.3963,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
485744,FOOD FANATICS,8762 VENICE BLVD STE B,58,34.0315,118.384,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485745,BUCKS COUNTY CORP,3048 FLETCHER DR,58,34.1155,118.2445,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485746,LAS PALMAS RESTAURANT,10227 VENICE BLVD,58,34.0216,118.4022,,,,,,3.0,2.0,4.0,,,,,,,,,,,,,1.0,3.0,,2.0,1.0,,,,,,,,
485790,CAMYS,3339 WILSHIRE BLVD,58,34.0617,118.306,,,4.0,5.0,18.0,2.0,11.0,18.0,5.0,2.0,1.0,2.0,6.0,9.0,,,,,1.0,,6.0,25.0,,7.0,3.0,,3.0,4.0,12.0,9.0,3.0,2.0,
485883,EXPRESSO EXPERIENCE,3184 1/2 ROWENA AVE,58,34.1108,118.2736,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485887,VICTOR RESTAURANT PARTNERS L P,730 N LA CIENEGA BLVD,58,34.0843,118.3763,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485899,DOLE FOOD COMPANY,505 S FLOWER ST STE B011,58,34.0515,118.2563,,,8.0,2.0,6.0,1.0,18.0,10.0,,,,,,1.0,,,,,,,8.0,4.0,,,1.0,,,2.0,8.0,,,,
485902,VERDUGOS MEATS DELI,1519 GARFIELD AVE,58,34.0086,118.1315,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
485965,MY FRONT PORCH,6643 W OLYMPIC BLVD,58,34.0594,118.3739,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,
485966,WOK EXPERIENCE,7275 MELROSE AVE STE A,58,34.0836,118.348,,,2.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
485971,ZYDECO TO GO,6941 LA TIJERA BLVD,58,33.9758,118.3737,,1.0,2.0,,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
485979,PIZZA COTTAGE,978 GAYLEY AVE,58,34.0628,118.4389,1.0,1.0,4.0,4.0,30.0,6.0,27.0,55.0,2.0,6.0,5.0,,8.0,53.0,,19.0,,,4.0,,39.0,192.0,,2.0,5.0,,31.0,16.0,74.0,29.0,36.0,9.0,2.0
485982,DADS BARBEQUE,5260 W PICO BLVD,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
486082,WESTSIDE WORKOUT,12012 WILSHIRE BLVD,58,34.0448,118.4662,,,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,3.0,2.0,,,,,,,1.0,,,,
486164,INDO CAFE,10430 NATIONAL BLVD,58,34.0286,118.4114,,,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,
486165,MAMAS FOODS WEST INC,3311 MOTOR AVE,58,34.0289,118.4106,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486166,LABOLLONA RESTAURANT,3843 S MAIN ST,58,34.0027,118.2865,4.0,6.0,33.0,18.0,27.0,17.0,34.0,56.0,2.0,,3.0,,3.0,18.0,,2.0,,,6.0,,40.0,106.0,,26.0,19.0,,8.0,11.0,12.0,3.0,2.0,25.0,
486181,BTR DOMINOS PIZZA,11040 SANTA MONICA BLVD,58,34.0479,118.4425,1.0,,1.0,1.0,,2.0,4.0,2.0,,1.0,1.0,1.0,3.0,5.0,,2.0,,,,,,12.0,,,2.0,,5.0,3.0,6.0,4.0,3.0,,
486202,KENSINGTON KITCHEN FOOD PREP,8990 NATIONAL BLVD,58,34.0266,118.4041,4.0,1.0,14.0,20.0,31.0,39.0,30.0,67.0,1.0,6.0,2.0,2.0,3.0,36.0,,7.0,,,1.0,,50.0,311.0,,29.0,25.0,,37.0,29.0,37.0,7.0,18.0,15.0,3.0
486264,HONG KONG EXPRESS,3660 CRENSHAW BLVD,58,34.0209,118.3349,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
486309,CAFE K MILANO,11600 SAN VICENTE BLVD,58,34.0533,118.4616,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,8.0,,,,,,
486321,NUEVO JALISCO,3017 N MAIN ST,58,34.0661,118.2099,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
486436,MANILA GOODHA INC,3324 W 6TH ST STE 1,58,34.0634,118.2945,,,,1.0,4.0,,3.0,,1.0,,,,1.0,,,1.0,,,,,5.0,1.0,,1.0,2.0,,,2.0,,,,,
486450,KOLAH FARANGI KOSHR KABAB,9180 W PICO BLVD,58,34.0551,118.3916,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
486455,EL MARLIN DORADO,712 W 49TH ST,58,33.9985,118.2857,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486491,FIESTA CANTINA,8865 SANTA MONICA BLVD,58,34.0853,118.3836,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486558,NEW FRONTIER COFFEE,12021 WILSHIRE BLVD 352,58,34.0451,118.4664,1.0,,,2.0,7.0,9.0,10.0,13.0,,1.0,2.0,,2.0,17.0,,19.0,,,,,4.0,54.0,,2.0,1.0,,9.0,9.0,6.0,6.0,7.0,3.0,2.0
486632,YOSHINOYA AMERICA INC,3959 WILSHIRE BLVD,58,34.0618,118.3131,,,3.0,,4.0,5.0,10.0,8.0,2.0,,,,,,,1.0,,,,,12.0,9.0,,,2.0,,1.0,3.0,2.0,,,,
486657,MR ANGELOS PIZZA,4366 W ADAMS BLVD,58,34.0324,118.3341,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
486773,DEI MAY FLOWER RESTAURANT,800 YALE ST,58,34.0632,118.2406,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486789,ARMITAGE CAFE DELI,5341 SANTA MONICA BLVD,58,34.0909,118.305,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,
486792,WONGS WOK,6332 W 3RD ST 19,58,34.0711,118.3599,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486800,KLINGSIEK CATERING SERVICE,430 S FULLER AVE APT 11A,58,34.0668,118.3526,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,1.0,5.0,,,1.0,,1.0,3.0,,,,,
486808,MARILYN BELIZEANS RESTAURANT,4513 S WESTERN AVE,58,34.0025,118.309,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486820,CAFE 8 1 2,3320 WOODBINE ST APT 1,58,34.0308,118.406,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486837,CLUB 21 INC,801 S PLYMOUTH BLVD,58,34.0597,118.324,,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,
486936,RIGOS TACO 4,1816 FIRESTONE BLVD,58,33.96,118.2402,,,3.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
486937,NEW DOWNTOWN CAFE AND MINI MKT,241 E 7TH ST,58,34.043,118.2498,,,1.0,,1.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
486959,DONKATSU HOUSE,928 S WESTERN AVE STE 127,58,34.0548,118.3089,,,7.0,,70.0,5.0,23.0,39.0,1.0,,,,1.0,3.0,,2.0,,,,,11.0,8.0,,1.0,,,1.0,,5.0,,,,
487047,WHATS BREWING SPECIALTY COFFEE,5001 WILSHIRE BLVD,58,34.0622,118.3386,1.0,,2.0,,1.0,1.0,10.0,3.0,,,,1.0,1.0,,,3.0,,,,,14.0,11.0,,,2.0,,,5.0,11.0,,1.0,,
487099,EL RECREO ROOM,506 W AVENUE 28,58,34.0848,118.2215,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487106,HARP & CROWN PUB & RESTAURANT,12740 CULVER BLVD STE H,58,33.9854,118.4251,,,4.0,,,,8.0,2.0,,,,,1.0,,,,,,,,4.0,,,1.0,1.0,,,1.0,5.0,,,,
487223,DAJO ENTERPRISES INC,5226 POMONA BLVD,58,34.0332,118.1515,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487230,VICTORIAS RESTAURANT BAR,3343 N EASTERN AVE 45,58,34.0843,118.1781,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
487237,LA CARETTA RESTAURANT,4538 E CESAR E CHAVEZ AVE,58,34.0404,118.1684,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487310,KENNY COFFEE SHOP,511 W JEFFERSON BLVD,58,34.0216,118.2788,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487316,BILLS CANDY SHOP,225 W 8TH ST,58,34.0433,118.2539,,,1.0,,8.0,,1.0,2.0,,,,,,2.0,,,,,,,2.0,21.0,,,1.0,,1.0,,,,,,
487344,HONG DAE CAFE,4273 BEVERLY BLVD,58,34.0764,118.3016,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487358,SANDWICH FACTORY,213 S BROADWAY,58,34.052,118.2472,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
487396,WAZIR AL CHICKEN,6051 HOLLYWOOD BLVD,58,34.1017,118.3211,1.0,,3.0,,1.0,,6.0,2.0,,,1.0,,4.0,1.0,,,,,,,4.0,5.0,,,1.0,,1.0,,1.0,,1.0,,
487411,GOURMET AT YOUR DOOR,3702 HUGHES AVE APT 1,58,34.0266,118.4041,4.0,1.0,14.0,20.0,31.0,39.0,30.0,67.0,1.0,6.0,2.0,2.0,3.0,36.0,,7.0,,,1.0,,50.0,311.0,,29.0,25.0,,37.0,29.0,37.0,7.0,18.0,15.0,3.0
487415,WESTERN SMOKE HOUSE,10640 WOODBINE ST STE 104,58,34.0262,118.412,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,
487432,MOISHES,6333 W 3RD ST STE 336,58,34.0714,118.3598,,1.0,21.0,1.0,13.0,4.0,38.0,47.0,,,,,,,,2.0,,,,,3.0,5.0,,,3.0,,,,3.0,,,1.0,1.0
487558,MAGIC WOK INC,1016 N VERMONT AVE,58,34.0899,118.2915,,,1.0,,,,5.0,1.0,3.0,1.0,,,2.0,1.0,,,,,,,3.0,3.0,,,,,,2.0,2.0,,,,
487665,PINOT PASADENA MANAGEMENT CORP,5735 MELROSE AVE,58,34.0836,118.3258,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,
487753,NESSIMS,8939 W PICO BLVD,58,34.0553,118.387,,,,,2.0,,4.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
487864,CUVEE FINE WINE & FOOD INC,145 S ROBERTSON BLVD,58,34.0745,118.3839,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
487880,CALIFORNIA TERIYAKI HOUSE,288 S ATLANTIC BLVD,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
487921,TAIKO FOODS INC,11677 SAN VICENTE BLVD,58,34.054,118.4647,,,1.0,,45.0,4.0,5.0,25.0,1.0,1.0,2.0,,,6.0,,1.0,,,,,15.0,3.0,,,1.0,,,6.0,2.0,,,1.0,
487971,ABSOLUTE CATERING INC,7929 EMERSON AVE,58,33.9694,118.4064,,,1.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
487988,INGS CHINESE FAST FOOD,713 N GRAND AVE APT 5,58,34.0628,118.2435,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487989,GASTRONOMICO LLC,1802 HILLHURST AVE,58,34.1061,118.291,2.0,2.0,8.0,11.0,27.0,29.0,41.0,67.0,3.0,2.0,3.0,,5.0,29.0,,13.0,,,1.0,,58.0,347.0,,20.0,32.0,,55.0,39.0,56.0,12.0,12.0,12.0,2.0
488392,PEARL COCTAIL LOUNGE,609 N LA BREA AVE,58,34.082,118.3442,,,,,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,
488397,YOSHINOYA AMERICA INC,701 S ATLANTIC BLVD,58,34.0225,118.1568,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488402,BILLS TACO HOUSE,3292 W SLAUSON AVE,58,33.9881,118.3344,1.0,5.0,22.0,11.0,40.0,24.0,34.0,76.0,3.0,3.0,6.0,1.0,6.0,46.0,,11.0,,,6.0,,72.0,247.0,,29.0,35.0,,15.0,17.0,22.0,10.0,21.0,36.0,
488441,CARVEL CORPORATION,6341 CHALET DR,58,33.9724,118.1371,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488471,WINGS N GREENS,4448 W SLAUSON AVE,58,33.9887,118.3528,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
488492,COCINA D CHONA CO,1938 E FLORENCE AVE,58,33.9747,118.2376,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
488525,NANCYS PLACE,5865 COMPTON AVE,58,33.9881,118.2479,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488587,SANTA MONICA KITCHEN CAFE,12330 SANTA MONICA BLVD,58,34.0392,118.4658,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,
488648,WORLD LINKS DEVELPMENT INC,10250 SANTA MONICA BLVD,58,34.06,118.4197,1.0,6.0,16.0,1.0,151.0,13.0,55.0,129.0,1.0,1.0,1.0,,1.0,4.0,,,,,,,23.0,18.0,,3.0,5.0,,2.0,3.0,4.0,,2.0,,3.0
