,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
476618,HONG KONG EXPRESS 2,1905 S WESTERN AVE STE 1,58,34.0398,118.3091,,4.0,2.0,1.0,2.0,,3.0,3.0,,,,,2.0,,,,,,,,5.0,1.0,,,1.0,,3.0,,,,,,
476641,GOLDEN GATE CHINESE RESTAURANT,5770 W 3RD ST D,58,34.0688,118.3455,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
476660,FRIED RICE EXPRESS,2924 E CESAR E CHAVEZ AVE,58,34.0436,118.20100000000001,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
476775,3000 LOS FELIZ LLC,3000 LOS FELIZ BLVD,58,34.1252,118.2648,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477457,LES DEUX,2010 CENTURY PARK E,58,34.0596,118.4127,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,3.0,1.0,,,
477496,EWING SENTRY DOGS,1211 W EL SEGUNDO BLVD,58,33.9564,118.2893,7.0,14.0,33.0,25.0,44.0,35.0,31.0,84.0,2.0,4.0,3.0,1.0,6.0,20.0,,9.0,,,4.0,,95.0,178.0,,44.0,51.0,,7.0,15.0,15.0,3.0,7.0,46.0,1.0
477501,YOGURTLAND FRANCHISING INC,3335 S FIGUEROA ST,58,34.0223,118.2799,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,
477566,CHINESE KITCHEN,3441 WHITTIER BLVD,58,34.0273,118.1995,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
477588,CALIFORNIA PIZZA KITCHEN INC,6053 W CENTURY BLVD,58,33.9457,118.3905,,,1.0,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,5.0,,1.0,,,,1.0,1.0,,1.0,1.0,
477629,MICHAEL & ROBERTS MELANGE,1224 BEVERWIL DR,58,34.0551,118.3989,,,,,,,1.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,1.0,
477666,PALM MANAGEMENT CORPORATION,1100 S FLOWER ST,58,34.0427,118.2641,,,,,1.0,,2.0,,,1.0,,,2.0,2.0,,3.0,,,,,1.0,7.0,,,,,,5.0,,2.0,1.0,,
477702,DOWNBEAT CAFE,1202 N ALVARADO ST,58,34.0782,118.2629,,,,,2.0,,1.0,5.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,1.0,,,,1.0,,1.0
477796,SUSHI TERIYAKI,215 S MEDNIK AVE,58,34.0346,118.1619,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477824,BRIENZA INC,998 S ROBERTSON BLVD,58,34.0595,118.3834,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,,,6.0,1.0,,,,,,,5.0,,,,
477828,GOURMET PASTA CO,8500 BEVERLY BLVD,58,34.0759,118.3767,,3.0,4.0,,79.0,10.0,17.0,55.0,,,,,1.0,3.0,,1.0,,,,,8.0,5.0,,2.0,3.0,,1.0,3.0,1.0,,,1.0,
477835,JACK IN BOX INC,3600 E 3RD ST,58,34.0331,118.1922,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477839,HOLLYWOOD TROPICANA,1250 N WESTERN AVE,58,34.0942,118.309,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477869,CHINA HARBIN TRADING CO,4007 W OLYMPIC BLVD,58,34.054,118.3208,,,,,,2.0,3.0,,,,,,,,,,,,,,3.0,1.0,,,1.0,,,1.0,,,,,
477881,PLAYAS DE ROSARITO,3129 W SUNSET BLVD,58,34.0849,118.2744,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477895,EL POLLO LOCO INC,400 E WASHINGTON BLVD,58,34.0293,118.2614,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
477916,CULVER CAFE,13223 W WASHINGTON BLVD,58,33.9935,118.4418,,,,2.0,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
477924,URC LLC,11766 WILSHIRE BLVD,58,34.048,118.4624,1.0,,,1.0,3.0,5.0,2.0,14.0,2.0,4.0,14.0,,4.0,29.0,,26.0,,,2.0,,3.0,55.0,,,,,28.0,8.0,1.0,28.0,1.0,2.0,
477955,DADO RESTAURANT,2002 SAWTELLE BLVD,58,34.0409,118.4434,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477978,CAFE MATROPOLES,3350 WILSHIRE BLVD,58,34.0616,118.296,,,7.0,,13.0,7.0,5.0,22.0,,25.0,5.0,2.0,15.0,25.0,,17.0,,,,,12.0,84.0,,1.0,3.0,,4.0,11.0,33.0,31.0,7.0,6.0,1.0
478111,CRAFT RESTAURANT LOS ANGELES,10100 CONSTELLATION BLVD,58,34.0557,118.4128,,2.0,2.0,,3.0,2.0,3.0,11.0,,1.0,4.0,1.0,3.0,24.0,,5.0,,,,,5.0,33.0,,1.0,,,9.0,4.0,4.0,40.0,,3.0,1.0
478243,LANTA CONCESSIONS INC,6709 LA TIJERA BLVD,58,33.9786,118.3705,,,2.0,,4.0,1.0,5.0,3.0,2.0,6.0,7.0,,,17.0,,9.0,,,,,9.0,54.0,,1.0,2.0,,6.0,11.0,5.0,3.0,4.0,8.0,
478343,BOYS BURGERS NUMBER 1,1774 E FLORENCE AVE,58,33.9745,118.2409,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
478494,MR MUHAMMADS,6708 S CENTRAL AVE,58,33.9788,118.2562,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
478517,DISCOS MAX,1300 W OLYMPIC BLVD,58,34.0473,118.2704,,,2.0,3.0,4.0,3.0,3.0,11.0,,,2.0,,,5.0,,7.0,,,1.0,,5.0,25.0,,1.0,2.0,,,3.0,8.0,3.0,1.0,1.0,
478719,BREEDERS CUP SPECIAL,978 S HOOVER ST STE 200,58,34.053000000000004,118.28399999999999,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,1.0,
478720,SAMURAI TEXTILES INC,929 S BROADWAY PH 5,58,34.0418,118.2567,1.0,,,1.0,23.0,1.0,2.0,3.0,,,,,,1.0,,2.0,,,1.0,,4.0,39.0,,,,,2.0,1.0,,,,,
478721,DOMINO JUNE,5516 EDGEWOOD PL,58,34.0544,118.3532,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
478722,FANCY CUP SYSTEMS,1511 SAWTELLE BLVD STE 1,58,34.048,118.45,,,1.0,,,,2.0,1.0,,,,,,1.0,,4.0,,,,,,5.0,,,1.0,,1.0,,,,,,
478724,A BARKING CATFISH PRODUCT,2130 N BEACHWOOD DR STE 8,58,34.1093,118.3213,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
478725,GUCKENHEIMER ENTERPRISES INC,555 S FLOWER ST DEPT 4035,58,34.0507,118.257,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,13.0,3.0,8.0,1.0,2.0,11.0,,20.0,,,2.0,,1.0,20.0,,,,,2.0,2.0,6.0,52.0,2.0,1.0,
478727,WALL STREET DELI INC,350 S GRAND AVE STE R,58,34.0518,118.25200000000001,,,6.0,,,3.0,3.0,1.0,13.0,8.0,7.0,,2.0,16.0,,23.0,,,,,4.0,28.0,,,,,3.0,3.0,6.0,55.0,,,
478728,HEART TIMES COFFEE CUP EQUALS,8638 HOLLYWOOD BLVD,58,34.0984,118.3776,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
478918,BON APPETIT CATERING,,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
478922,TERIYAKI ETC,910 FIGUEROA TER APT 4B,58,34.0667,118.2441,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
478929,TAVOLA CALDA INC,7371 MELROSE AVE,58,34.0835,118.3504,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479022,LA POPAYI RESTAURANT,2897 W OLYMPIC BLVD,58,34.0527,118.2976,,,4.0,,,1.0,7.0,2.0,1.0,,,,2.0,,,,,,,,2.0,5.0,,,1.0,,,1.0,3.0,,,,
479119,TIAJUANA RESTAURANT,11785 W OLYMPIC BLVD,58,34.0334,118.4495,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
479173,RASCAL MANAGEMENT LLC,801 S LA BREA AVE,58,34.0604,118.3448,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
479175,CHECKERS DRIVE-IN REST INC,9829 VENICE BLVD,58,34.0236,118.3987,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479176,CHECKERS DRIVE-IN RESTAURANTS,6750 W SUNSET BLVD,58,34.0978,118.3382,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479177,CHECKERS DRIVE-IN REST INC,7207 AVALON BLVD,58,33.9744,118.2653,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
479178,CHECKERS DRIVE-IN RESTAURANTS,3650 W MRTN LTHR KNG JR,58,34.0114,118.3364,,,5.0,,39.0,4.0,7.0,22.0,1.0,1.0,,,,1.0,,,,,,,8.0,3.0,,,,,,1.0,1.0,,,,
479294,RHUBARB,3767 BOISE AVE,58,34.0032,118.4371,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479374,LA TOUR EIFFEL CAFE INC,8313 1/2 BEVERLY BLVD,58,34.073,118.3719,3.0,2.0,12.0,6.0,40.0,55.0,54.0,84.0,3.0,3.0,9.0,,9.0,50.0,,20.0,,,4.0,,76.0,247.0,,8.0,30.0,,67.0,25.0,55.0,23.0,9.0,13.0,3.0
479443,CAFFE PARADISO,13028 SAN VICENTE BLVD,58,34.0484,118.4903,,,1.0,,2.0,,1.0,,,,,,2.0,,,,,,,,6.0,,,,,,,,,,,,
479526,EXPRESS STORES INC,8522 BEVERLY BLVD STE 7T,58,34.0759,118.37700000000001,,,,,36.0,3.0,8.0,25.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,
479594,HOLLYWOOD CATERS INC,7527 RECEDA BLVD UNIT B,58,34.2025,118.5373,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
479661,AFC SAN DIEGO MARINE LLC,11500 W OLYMPIC BLVD,58,34.0362,118.4441,,,1.0,4.0,2.0,5.0,2.0,5.0,2.0,10.0,3.0,1.0,1.0,25.0,,15.0,,,1.0,,5.0,80.0,,7.0,1.0,,15.0,12.0,76.0,49.0,7.0,6.0,
479668,BULL DOG BAR & GRILL,966 S WESTERN AVE STE 107,58,34.0537,118.3089,1.0,,,,,,2.0,5.0,,,,,,,,,,,,,5.0,1.0,,,,,,,11.0,,,,
479707,SPACE BABY SONIC VISION,1939 N KENMORE AVE,58,34.1064,118.2973,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
479722,CC FISH MARKET,1765 W 35TH ST,58,34.0247,118.3108,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479738,FLOWER CONNECTION,11755 WILSHIRE BLVD,58,34.0486,118.462,2.0,,1.0,3.0,6.0,6.0,7.0,11.0,2.0,13.0,23.0,4.0,5.0,43.0,,62.0,,,3.0,,7.0,82.0,,3.0,2.0,,31.0,16.0,26.0,100.0,,1.0,
479754,MHM ENTYERPRISES LLC,8474 MELROSE AVE,58,34.0822,118.3754,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
479776,FIGS,7929 SANTA MONICA BLVD,58,34.0909,118.3625,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,4.0,,,,,1.0,3.0,,,,,
479780,BRUNO INC,7323 SANTA MONICA BLVD,58,34.0908,118.3495,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
479942,DELICIOUS CONCEPTS INC,150 CITADEL DR,58,34.0051,118.1529,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480007,SABI LLC,5225 WILSHIRE BLVD,58,34.0623,118.3431,,,1.0,2.0,3.0,2.0,2.0,10.0,,1.0,1.0,,4.0,8.0,,2.0,,,,,8.0,40.0,,,1.0,,50.0,38.0,8.0,4.0,3.0,2.0,1.0
480087,MTC ENTERPRISES INC,1232 FACTORY PL,58,34.0389,118.2375,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
480090,ABDOU FOOD INC,317 E 12TH ST,58,34.0362,118.257,,,,,9.0,1.0,5.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
480100,OHANA BREWING CO,1756 E 23RD ST,58,34.0156,118.2415,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
480114,SUNRISE JAPANESE RESTAURANT,5100 WILSHIRE BLVD,58,34.062,118.3408,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
480190,SANTA CECILIA RESTAURANT INC,1707 MARIACHI PLZ DE LOS,58,34.0472,118.2191,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,4.0,,,,
480251,ISLAS MARIAS,8000 S CENTRAL AVE,58,33.9747,118.2491,10.0,9.0,20.0,25.0,17.0,29.0,34.0,59.0,1.0,,1.0,1.0,6.0,14.0,,5.0,,,6.0,,26.0,107.0,,50.0,27.0,,5.0,12.0,22.0,11.0,9.0,8.0,1.0
480398,GURUME JIMAN,3760 S CENTINELA AVE,58,34.0047,118.4341,,,1.0,,,,4.0,6.0,,,,,,,,,,,,,3.0,2.0,,,,,1.0,,,,,,
480431,PYRAMIDS RESTAURANT,8222 1/2 W 3RD ST,58,34.0723,118.3686,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
480432,YUMMIE SANDWICH,818 N BROADWAY STE 106B,58,34.0626,118.2379,,,1.0,,6.0,3.0,6.0,27.0,,,,,,4.0,,1.0,,,,,7.0,1.0,,,2.0,,,,1.0,4.0,,,
480585,GROUNDS ZERO CAFE HOLLYWOOD,7554 W SUNSET BLVD,58,34.0978,118.3541,,,,,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
480590,LATE NIGHT PARTNERS LTD PARTNR,8522 BEVERLY BLVD 144,58,34.0759,118.37700000000001,,,,,36.0,3.0,8.0,25.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,
480624,POPCAL INC,3050 S LA BREA AVE,58,34.025999999999996,118.3543,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480634,161 STREET PIZZARIA,3252 CAHUENGA BLVD W,58,34.1295,118.3485,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,
480658,THE CASINO CLUB,4514 WHITTIER BLVD,58,34.023,118.1705,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
480691,JUANS ROTISSIERE POLLO,2023 E FLORENCE AVE,58,33.9748,118.2346,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
480770,JOHNNIES NY PIZZA,11676 W OLYMPIC BLVD,58,34.0343,118.4474,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
480835,J B HOUSE EXPRESS,2536 OVERLAND AVE,58,34.0399,118.4232,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,
480847,BIG JOHNS RESTAURANT,2439 YATES AVE,58,33.9951,118.1342,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480984,RESTAURANTE LA CABANA,724 W 120TH ST,58,33.9564,118.2893,7.0,14.0,33.0,25.0,44.0,35.0,31.0,84.0,2.0,4.0,3.0,1.0,6.0,20.0,,9.0,,,4.0,,95.0,178.0,,44.0,51.0,,7.0,15.0,15.0,3.0,7.0,46.0,1.0
480997,ICHIBANYA USA,12007 WILSHIRE BLVD,58,34.0452,118.4663,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
481025,TOMATILLO MEXICAN GRILL LLC,3435 WILSHIRE BLVD,58,34.0618,118.2985,,,12.0,3.0,37.0,5.0,32.0,27.0,9.0,20.0,25.0,2.0,48.0,41.0,,72.0,,,2.0,,13.0,184.0,,11.0,1.0,,15.0,19.0,33.0,175.0,6.0,9.0,2.0
481038,CAMILOS FINE CUISINE & CATRG,5400 E OLYMPIC BLVD,58,34.0155,118.1557,,,1.0,,,1.0,1.0,,,3.0,,,1.0,6.0,,1.0,,,,,,9.0,,2.0,,,1.0,5.0,,2.0,,4.0,
481039,SONORA FAST FOOD,4828 WHITTIER BLVD,58,34.0217,118.1642,,,,,3.0,,1.0,2.0,,1.0,,,,,,,,,,,3.0,1.0,,,,,,,2.0,,,,
481040,LA FAVORITA,600 N BRANNICK AVE,58,34.0435,118.1778,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481145,MASACASA LLC,1757 COLORADO BLVD,58,34.1395,118.2053,,,1.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
481190,DOLCE GROUP LLC,6633 HOLLYWOOD BLVD,58,34.1017,118.3342,,,,,,,6.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
481229,FATTYS LTD,829 N LA CIENEGA BLVD,58,34.0858,118.3766,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
481281,APACHE S CARNES AL CARBON,1843 E 1ST ST,58,34.0504,118.2098,3.0,10.0,32.0,14.0,47.0,14.0,35.0,51.0,3.0,,1.0,1.0,5.0,6.0,,4.0,,,2.0,,38.0,75.0,,24.0,31.0,,6.0,5.0,51.0,5.0,10.0,15.0,
481282,BA RESTAURANT LLC,1600 N AVENUE 54,58,34.1227,118.1986,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481307,FREDS BURGERS,201 N ALEXANDRIA AVE,58,34.0754,118.2984,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
481338,DAABCO INDUSTRIES INC,150 CITADEL DR STE E,58,34.0051,118.1529,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481339,DAABCO INDUSTRIES INC,150 CITADEL DR STE F,58,34.0051,118.1529,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481343,CALIFRNIA SSHI TRYAKI NUMBER 9,2518 S FIGUEROA ST,58,34.0285,118.2755,,,1.0,,2.0,,6.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,5.0,,,,
481435,JAVELOSA DAVID,3186 S BARRINGTON AVE,58,34.0196,118.4361,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
481484,JOSE JESUS GARCIA,553 KEENAN AVE,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
481617,GOODIES AIRPORT,9841 ARPRT BLVD STE 1200,58,33.9463,118.3861,,,3.0,1.0,,3.0,5.0,5.0,2.0,12.0,2.0,1.0,16.0,23.0,,17.0,,,2.0,,4.0,48.0,,2.0,,,,3.0,4.0,22.0,2.0,2.0,1.0
481635,KATHRYN QUEEN LLC,2934 ANGUS ST,58,34.1072,118.2696,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
481689,VIVA FRESH,7101 W MANCHESTER AVE,58,33.9599,118.4168,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481746,HUNTERS RESTAURANT INC,914 S HILL ST,58,34.0426,118.2572,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481974,GROVE LOUNGE INC,7302 MELROSE AVE,58,34.0834,118.3488,,,,,2.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
481988,AWAD FOOD SERVICES INC,3745 S LA BREA AVE STE B,58,34.0191,118.3557,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
482095,TWELVE OFOUR RESTAURANT,2300 BEVERLY BLVD,58,34.0676,118.273,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482122,KIMS KOREAN RESTAURANT,269 S LA FAYETTE PARK PL,58,34.0678,118.2803,,,,,1.0,,1.0,3.0,,,,,,3.0,,,,,,,,3.0,,,,,,1.0,1.0,,,,
482154,JOY WOK EXPRESS,219 E AVENUE 31,58,34.080999999999996,118.214,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
482236,PEP O RONI PIZZA,1421 W MANCHESTER AVE,58,33.9601,118.3012,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
482305,DREAM 29 INC,7119 MELROSE AVE,58,34.0835,118.3444,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482342,RFMG INC,1964 WESTWOOD BLVD,58,34.0473,118.4344,,,,,,1.0,4.0,2.0,,5.0,2.0,,4.0,12.0,,,,,,,2.0,10.0,,3.0,,,2.0,3.0,20.0,2.0,1.0,4.0,
482372,MONTANAS BAR & GRILL,3575 CAHUENGA BLVD W,58,34.1339,118.3582,,,1.0,1.0,5.0,1.0,8.0,3.0,,8.0,2.0,,4.0,6.0,,3.0,,,,,5.0,40.0,,1.0,1.0,,37.0,12.0,6.0,10.0,1.0,,
482373,BROTHERS BBQ,7725 CRENSHAW BLVD,58,33.9694,118.331,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
482382,MOS THAI KITCHEN,56821 COLUMBIA RIVER HWY,58,34.0535,118.2406,,,,,,3.0,1.0,2.0,,,,,,2.0,,1.0,,,,,2.0,7.0,,1.0,,,,3.0,,1.0,,,
482392,SEOUL GARDEN RESTAURANT,1833 W OLYMPIC BLVD,58,34.0505,118.2768,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482395,DELAWARE NORTH,209 WORLD WAY,58,33.945,118.4024,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
482405,MARISCOLANDIA RESTAURANT BAR,226 W MANCHESTER AVE,58,33.9599,118.2766,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
482444,TENJIN RESTAURANT,11613 SANTA MONICA BLVD,58,34.0446,118.4543,,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
482465,QUINTESSENTIAL GROUP LLC,7038 W SUNSET BLVD,58,34.0978,118.3427,,,1.0,,,1.0,5.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,
482482,YOU BAR,910 S SANTA FE AVE,58,34.0323,118.2298,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482488,ALFREDO CATERING,8833 W PICO BLVD,58,34.055,118.3845,,,,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
482493,PALACE BAR,5904 E WASHINGTON BLVD,58,33.9974,118.1516,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
482494,TAIPAN EXPRESS,150 CITADEL DR,58,34.0051,118.1529,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482514,PREMIERE DINNING SERVICES INC,5555 FERGUSON DR,58,34.0104,118.1533,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
482517,CAMPOS TACOS,5953 W PICO BLVD,58,34.0521,118.3699,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
482564,SONSANATE GRILL,5011 S WESTERN AVE,58,34.0014,118.3113,2.0,3.0,17.0,3.0,19.0,20.0,21.0,34.0,2.0,1.0,3.0,1.0,2.0,6.0,,3.0,,,3.0,,57.0,91.0,,27.0,27.0,,4.0,12.0,12.0,8.0,10.0,14.0,
482650,MCDONALDS RESTAURANTS CAL,4166 MELROSE AVE,58,34.0898,118.294,5.0,4.0,17.0,9.0,20.0,25.0,30.0,52.0,2.0,1.0,2.0,,6.0,14.0,,3.0,,,3.0,,36.0,129.0,,24.0,27.0,,24.0,9.0,32.0,3.0,2.0,7.0,1.0
482653,MC-DONALDS REST CALIFINC,12975 W JEFFERSON BLVD,58,33.9757,118.4224,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
482712,EL CID LOS ANGELES INC,4212 W SUNSET BLVD,58,34.0938,118.2821,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
482752,FUSION ENTERPRISES LLC,8687 MELROSE AVE,58,34.0817,118.3826,8.0,1.0,1.0,1.0,1.0,22.0,5.0,12.0,,,,,,7.0,,1.0,,,,,2.0,23.0,,1.0,,,,3.0,,,1.0,1.0,1.0
482817,CORN HUT INC,696 N ROBERTSON BLVD,58,34.0895,118.3792,8.0,,12.0,8.0,67.0,29.0,35.0,88.0,3.0,2.0,4.0,,4.0,38.0,,10.0,,,9.0,,59.0,239.0,,9.0,9.0,,77.0,40.0,20.0,16.0,6.0,7.0,3.0
482823,ABBYS DINNER,4862 EAGLE ROCK BLVD,58,34.1341,118.2153,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
482843,DELICE BISTRO INC,8581 W PICO BLVD,58,34.0538,118.37799999999999,,,2.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,
482969,CALIFORNIA PIZZA KITCHEN INC,12181 BLUFF CREEK DR,58,33.9746,118.4289,,,,,,,4.0,2.0,,,1.0,1.0,,7.0,,3.0,,,,,,18.0,,1.0,,,4.0,1.0,3.0,1.0,2.0,,
482986,LEE JUNG WOO,3981 W 6TH ST,58,34.0636,118.3098,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483016,FIESTA MEXICANA REST,4748 HUBBARD ST,58,34.0242,118.1647,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483141,HOTEL CAFE,1623 1/2 N CAHUENGA BLVD,58,34.1002,118.3296,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483148,WUTTIDO INC,7228 MELROSE AVE,58,34.0833,118.3469,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483255,AA VENDING AND CATERING LLC,1603 S CENTRAL AVE,58,34.0263,118.249,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
483311,REDWOOD BAR & GRILL,1616 E 15TH ST,58,34.0243,118.2429,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
