id,Geographic Area Name,Total,Median income,Mean income
8600000US95977,ZCTA5 95977,714,63553,68977
8600000US95978,ZCTA5 95978,81,-,37702
8600000US95979,ZCTA5 95979,203,51591,94779
8600000US95981,ZCTA5 95981,13,-,N
8600000US95982,ZCTA5 95982,1187,86278,92736
8600000US95983,ZCTA5 95983,149,-,127110
8600000US95984,ZCTA5 95984,127,-,N
8600000US95986,ZCTA5 95986,32,-,N
8600000US95987,ZCTA5 95987,1766,70785,84421
8600000US95988,ZCTA5 95988,3204,65812,75742
8600000US95991,ZCTA5 95991,14432,56148,73674
8600000US95993,ZCTA5 95993,12285,77323,101241
8600000US96001,ZCTA5 96001,13992,76200,97433
8600000US96002,ZCTA5 96002,12627,65448,85977
8600000US96003,ZCTA5 96003,18410,66321,85229
8600000US96006,ZCTA5 96006,191,85125,79461
8600000US96007,ZCTA5 96007,9110,64559,82104
8600000US96008,ZCTA5 96008,464,63726,87959
8600000US96009,ZCTA5 96009,163,55938,87016
8600000US96010,ZCTA5 96010,50,35781,40300
8600000US96011,ZCTA5 96011,79,26094,42618
8600000US96013,ZCTA5 96013,1766,59929,77108
8600000US96014,ZCTA5 96014,89,-,N
8600000US96015,ZCTA5 96015,40,-,N
8600000US96016,ZCTA5 96016,189,99750,90370
8600000US96017,ZCTA5 96017,77,49250,57513
8600000US96019,ZCTA5 96019,3891,57866,63286
8600000US96020,ZCTA5 96020,1124,78646,104259
8600000US96021,ZCTA5 96021,5798,51446,69286
8600000US96022,ZCTA5 96022,6243,63153,79566
8600000US96023,ZCTA5 96023,503,37083,45162
8600000US96024,ZCTA5 96024,423,48750,76453
8600000US96025,ZCTA5 96025,1003,48214,53479
8600000US96027,ZCTA5 96027,934,74125,79906
8600000US96028,ZCTA5 96028,559,94583,114602
8600000US96029,ZCTA5 96029,61,40909,53840
8600000US96031,ZCTA5 96031,60,27500,33550
8600000US96032,ZCTA5 96032,1091,61518,70962
8600000US96033,ZCTA5 96033,209,45500,53361
8600000US96034,ZCTA5 96034,136,50000,73376
8600000US96035,ZCTA5 96035,1262,46563,59153
8600000US96037,ZCTA5 96037,121,84063,73454
8600000US96038,ZCTA5 96038,266,59167,76709
8600000US96039,ZCTA5 96039,439,39722,65106
8600000US96040,ZCTA5 96040,63,74167,75078
8600000US96041,ZCTA5 96041,1271,37000,61388
8600000US96044,ZCTA5 96044,471,54423,59882
8600000US96046,ZCTA5 96046,57,-,N
8600000US96047,ZCTA5 96047,350,66944,87939
8600000US96048,ZCTA5 96048,368,68571,79199
8600000US96049,ZCTA5 96049,27,-,50254
8600000US96050,ZCTA5 96050,211,39167,57710
8600000US96051,ZCTA5 96051,570,55000,71038
8600000US96052,ZCTA5 96052,640,61157,69381
8600000US96054,ZCTA5 96054,144,52361,58701
8600000US96055,ZCTA5 96055,1537,60449,75235
8600000US96056,ZCTA5 96056,696,61111,71167
8600000US96057,ZCTA5 96057,611,50833,72695
8600000US96058,ZCTA5 96058,195,66458,76352
8600000US96059,ZCTA5 96059,205,39861,50579
8600000US96061,ZCTA5 96061,11,-,N
8600000US96062,ZCTA5 96062,434,78036,100048
8600000US96063,ZCTA5 96063,137,-,82451
8600000US96064,ZCTA5 96064,1875,58839,73623
8600000US96065,ZCTA5 96065,177,70417,103501
8600000US96067,ZCTA5 96067,3462,58457,73451
8600000US96068,ZCTA5 96068,49,15938,16873
8600000US96069,ZCTA5 96069,366,77083,95337
8600000US96071,ZCTA5 96071,15,-,N
8600000US96073,ZCTA5 96073,1478,100583,124731
8600000US96074,ZCTA5 96074,57,45833,70473
8600000US96075,ZCTA5 96075,159,-,41695
8600000US96076,ZCTA5 96076,135,29352,33339
8600000US96080,ZCTA5 96080,11184,55039,75993
8600000US96084,ZCTA5 96084,189,36250,48044
8600000US96085,ZCTA5 96085,19,-,111188
8600000US96086,ZCTA5 96086,139,46875,59566
8600000US96087,ZCTA5 96087,249,68088,83167
8600000US96088,ZCTA5 96088,2092,64950,76517
8600000US96090,ZCTA5 96090,219,45000,65267
8600000US96091,ZCTA5 96091,355,52931,59088
8600000US96092,ZCTA5 96092,116,89318,112731
8600000US96093,ZCTA5 96093,1644,52000,59554
8600000US96094,ZCTA5 96094,2861,62171,106086
8600000US96096,ZCTA5 96096,286,63472,73748
8600000US96097,ZCTA5 96097,4336,52237,66591
8600000US96101,ZCTA5 96101,2182,62563,61855
8600000US96103,ZCTA5 96103,690,80729,98188
8600000US96104,ZCTA5 96104,348,56750,69299
8600000US96105,ZCTA5 96105,204,-,N
8600000US96106,ZCTA5 96106,122,72159,85477
8600000US96107,ZCTA5 96107,497,63839,90305
8600000US96108,ZCTA5 96108,55,-,57083
8600000US96109,ZCTA5 96109,354,56793,69898
8600000US96110,ZCTA5 96110,53,84375,92186
8600000US96111,ZCTA5 96111,51,-,N
8600000US96112,ZCTA5 96112,85,60833,66965
8600000US96113,ZCTA5 96113,391,47708,46908
8600000US96114,ZCTA5 96114,1334,96444,97637
8600000US96115,ZCTA5 96115,75,56083,47206
8600000US96116,ZCTA5 96116,109,-,N
8600000US96117,ZCTA5 96117,154,51250,46279
8600000US96118,ZCTA5 96118,738,60739,84263
8600000US96119,ZCTA5 96119,19,-,22805
8600000US96120,ZCTA5 96120,316,89531,100797
8600000US96121,ZCTA5 96121,149,-,130405
8600000US96122,ZCTA5 96122,1518,68611,86588
8600000US96123,ZCTA5 96123,9,68750,59650
8600000US96124,ZCTA5 96124,192,74063,126901
8600000US96125,ZCTA5 96125,60,145417,123720
8600000US96126,ZCTA5 96126,50,-,N
8600000US96128,ZCTA5 96128,302,85750,101438
8600000US96129,ZCTA5 96129,138,-,140720
8600000US96130,ZCTA5 96130,5023,69073,83570
8600000US96132,ZCTA5 96132,27,28750,34157
8600000US96133,ZCTA5 96133,70,-,N
8600000US96134,ZCTA5 96134,727,42634,56514
8600000US96135,ZCTA5 96135,125,-,N
8600000US96136,ZCTA5 96136,22,-,N
8600000US96137,ZCTA5 96137,1635,63373,80555
8600000US96140,ZCTA5 96140,480,85577,93876
8600000US96141,ZCTA5 96141,184,76923,145926
8600000US96142,ZCTA5 96142,334,72434,76942
8600000US96143,ZCTA5 96143,1558,48404,62516
8600000US96145,ZCTA5 96145,1032,84387,114021
8600000US96146,ZCTA5 96146,503,137833,193650
8600000US96148,ZCTA5 96148,214,-,81407
8600000US96150,ZCTA5 96150,11767,76285,100772
8600000US96155,ZCTA5 96155,0,-,-
8600000US96161,ZCTA5 96161,6927,115926,160355
8600000US97635,ZCTA5 97635,85,-,56243
