"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US90601","ZCTA5 90601","26652","1077","12703","634","5115","576","6392","391","5781","405","611","186","169","85","442","158","222","91","974","170","13949","705","4897","496","6457","405","5588","390","869","193","383","142","486","130","1149","207","1446","218"
"8600000US90602","ZCTA5 90602","20619","933","10089","556","4914","460","4198","350","3664","326","534","135","183","79","351","112","230","80","747","181","10530","610","4462","439","4188","328","3503","309","685","169","306","126","379","106","848","196","1032","175"
"8600000US90603","ZCTA5 90603","17355","655","8731","558","2672","415","5175","360","4474","269","701","253","343","184","358","208","386","183","498","178","8624","422","2702","346","4612","274","4372","264","240","117","103","64","137","104","653","171","657","187"
"8600000US90604","ZCTA5 90604","34651","1314","16731","867","6799","678","8474","443","7707","356","767","185","224","101","543","173","358","129","1100","220","17920","743","6069","534","8778","427","7545","358","1233","253","624","224","609","174","1288","204","1785","273"
"8600000US90605","ZCTA5 90605","31942","1257","15962","797","6591","587","8178","501","7210","471","968","224","325","123","643","179","385","114","808","189","15980","772","5593","506","7860","539","6820","439","1040","237","372","140","668","185","1204","216","1323","207"
"8600000US90606","ZCTA5 90606","27085","1123","13538","672","5661","537","6600","420","5822","374","778","181","180","96","598","166","289","129","988","185","13547","673","4878","504","6389","367","5506","356","883","218","271","112","612","195","994","197","1286","247"
"8600000US90620","ZCTA5 90620","38377","898","18269","651","6535","492","10107","462","9220","435","887","243","126","84","761","233","349","137","1278","250","20108","659","5865","484","10304","452","9134","445","1170","288","333","131","837","231","2280","269","1659","321"
"8600000US90621","ZCTA5 90621","28611","975","14408","727","6365","639","7097","446","6262","408","835","268","319","211","516","175","128","84","818","224","14203","548","4356","549","7338","483","6037","401","1301","321","585","232","716","222","832","208","1677","315"
"8600000US90623","ZCTA5 90623","13435","272","6444","269","2222","251","3645","204","3473","208","172","86","62","42","110","69","167","69","410","140","6991","261","1935","262","3811","192","3463","206","348","146","147","112","201","95","528","132","717","158"
"8600000US90630","ZCTA5 90630","40448","450","19171","488","6235","477","11180","382","10248","353","932","171","161","77","771","153","478","119","1278","242","21277","408","6165","456","11134","373","10134","331","1000","222","272","131","728","184","1694","216","2284","243"
"8600000US90631","ZCTA5 90631","55885","674","26817","633","10129","646","13954","484","12836","413","1118","274","322","135","796","226","720","144","2014","285","29068","699","9642","688","13861","441","12663","400","1198","225","538","151","660","168","2243","311","3322","366"
"8600000US90638","ZCTA5 90638","41727","537","19969","525","7530","504","10587","384","9826","361","761","187","209","84","552","150","457","127","1395","273","21758","562","6869","499","10553","359","9638","354","915","190","240","118","675","160","2273","300","2063","277"
"8600000US90640","ZCTA5 90640","51105","703","24663","738","11740","637","10703","480","9416","404","1287","300","483","168","804","222","722","177","1498","245","26442","611","10392","549","10868","400","9139","390","1729","262","879","199","850","180","2770","309","2412","298"
"8600000US90650","ZCTA5 90650","83736","855","41736","813","18266","925","19668","587","16912","516","2756","343","657","162","2099","283","1005","194","2797","281","42000","762","15520","796","19175","600","16247","537","2928","348","1307","265","1621","259","3620","335","3685","439"
"8600000US90660","ZCTA5 90660","51682","665","24783","670","10926","597","11552","425","10173","412","1379","249","361","146","1018","208","602","140","1703","307","26899","607","10668","561","11509","394","9738","421","1771","233","585","161","1186","194","2494","291","2228","309"
"8600000US90670","ZCTA5 90670","13590","378","6521","334","2684","323","3120","228","2650","221","470","144","81","52","389","129","247","92","470","140","7069","297","2518","337","3114","259","2568","224","546","170","180","76","366","145","721","133","716","162"
"8600000US90680","ZCTA5 90680","24217","803","11491","525","4978","477","5614","374","4769","340","845","190","144","72","701","160","136","74","763","185","12726","604","4759","424","5693","397","4649","332","1044","282","405","171","639","191","1102","223","1172","214"
"8600000US90701","ZCTA5 90701","13974","394","6491","470","2433","333","3472","302","2845","289","627","225","128","109","499","188","164","94","422","228","7483","491","2477","509","3324","310","2840","282","484","183","101","88","383","163","827","218","855","214"
"8600000US90703","ZCTA5 90703","43224","540","21251","512","6989","495","12845","306","11801","328","1044","191","201","99","843","172","611","134","806","189","21973","504","5505","447","12936","321","11655","329","1281","200","236","83","1045","181","1974","275","1558","217"
"8600000US90704","ZCTA5 90704","3125","299","1624","256","572","185","808","153","712","147","96","62","10","10","86","60","158","117","86","69","1501","233","311","139","860","164","745","152","115","85","31","51","84","68","111","117","219","127"
"8600000US90706","ZCTA5 90706","60973","728","29509","811","12732","840","13556","450","11872","439","1684","279","564","160","1120","245","695","191","2526","350","31464","776","12065","729","13721","423","11549","418","2172","357","960","213","1212","276","2225","302","3453","325"
"8600000US90710","ZCTA5 90710","22514","710","10454","518","4064","431","5182","371","4766","357","416","131","150","99","266","92","280","98","928","203","12060","450","4183","411","5478","373","4644","345","834","180","425","132","409","147","1085","162","1314","205"
"8600000US90712","ZCTA5 90712","25651","767","12006","495","4316","409","6459","306","6081","311","378","133","188","102","190","98","198","66","1033","202","13645","621","4538","478","6557","319","5940","316","617","175","274","129","343","130","1001","185","1549","267"
"8600000US90713","ZCTA5 90713","23134","551","11445","459","3988","402","6402","300","5998","289","404","135","82","46","322","131","315","117","740","168","11689","393","3250","362","6478","313","5847","306","631","207","170","104","461","167","945","173","1016","191"
"8600000US90715","ZCTA5 90715","16574","609","7920","401","3163","334","3915","303","3338","281","577","164","130","76","447","162","229","99","613","120","8654","403","3111","400","3745","286","3243","269","502","133","138","67","364","132","717","179","1081","197"
"8600000US90716","ZCTA5 90716","11051","364","5558","324","2640","359","2461","249","2180","212","281","144","152","103","129","81","99","60","358","129","5493","409","2219","406","2458","230","2066","201","392","164","174","103","218","150","378","138","438","141"
"8600000US90717","ZCTA5 90717","17647","486","8637","392","2781","405","4299","314","3904","295","395","157","151","91","244","129","296","131","1261","226","9010","488","2903","391","4160","316","3794","294","366","140","196","105","170","90","585","141","1362","288"
"8600000US90720","ZCTA5 90720","18069","495","8424","324","2546","259","5137","226","4708","229","429","123","187","85","242","93","139","54","602","119","9645","377","2453","277","5088","268","4670","241","418","136","172","73","246","105","936","169","1168","205"
"8600000US90723","ZCTA5 90723","41967","751","20759","721","10269","782","8836","422","7796","385","1040","204","454","138","586","144","313","107","1341","293","21208","605","9108","582","9023","373","7380","352","1643","266","675","178","968","235","1566","260","1511","266"
"8600000US90731","ZCTA5 90731","48658","1466","24050","1029","10468","819","10426","584","8745","523","1681","275","670","181","1011","232","569","184","2587","294","24608","827","9543","666","10086","572","8483","514","1603","314","848","222","755","225","2149","308","2830","347"
"8600000US90732","ZCTA5 90732","19133","794","9169","471","3177","401","5096","363","4757","328","339","116","101","61","238","86","130","58","766","221","9964","516","2291","344","5145","332","4747","327","398","154","154","106","244","111","1102","237","1426","265"
"8600000US90740","ZCTA5 90740","21708","271","9738","345","2399","271","5606","277","5131","242","475","152","190","91","285","117","475","148","1258","256","11970","370","2407","303","5462","225","5063","229","399","150","104","62","295","141","2268","290","1833","258"
"8600000US90742","ZCTA5 90742","652","119","334","75","131","53","127","36","121","39","6","9","0","12","6","9","12","12","64","31","318","70","73","46","131","40","125","38","6","8","0","12","6","8","34","27","80","44"
"8600000US90743","ZCTA5 90743","202","90","106","51","28","27","75","38","75","38","0","12","0","12","0","12","3","8","0","12","96","47","12","18","75","39","75","39","0","12","0","12","0","12","3","5","6","8"
"8600000US90744","ZCTA5 90744","42911","1076","21140","750","10025","637","9629","451","8135","384","1494","250","481","131","1013","215","526","139","960","168","21771","732","8712","578","9811","450","7789","376","2022","270","1058","199","964","206","1387","219","1861","290"
"8600000US90745","ZCTA5 90745","47099","844","22497","707","8879","573","11308","515","9745","486","1563","274","258","111","1305","258","422","137","1888","367","24602","704","8899","607","11516","464","9532","472","1984","350","728","203","1256","279","2177","303","2010","274"
"8600000US90746","ZCTA5 90746","23323","766","11077","592","4806","500","5118","398","4404","383","714","177","311","125","403","144","240","105","913","209","12246","508","4534","413","5078","324","4340","373","738","216","266","133","472","162","1245","256","1389","269"
"8600000US90747","ZCTA5 90747","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US90755","ZCTA5 90755","9645","343","4350","293","1788","266","2028","226","1836","189","192","115","64","55","128","94","107","87","427","138","5295","355","2342","401","1969","196","1796","193","173","68","74","51","99","58","405","155","579","175"
"8600000US90802","ZCTA5 90802","34176","1246","17990","884","10397","782","5651","611","4416","515","1235","309","600","247","635","196","207","90","1735","274","16186","880","8381","705","4858","538","4225","500","633","203","270","116","363","163","744","211","2203","335"
